2.30750069,2.30688565,2.23945140
2.30528423,2.30483143,2.23672590
2.30304568,2.30275685,2.23398177
2.30078496,2.30066181,2.23121908
2.29850199,2.29854622,2.22843794
2.29619668,2.29640999,2.22563845
2.29386896,2.29425303,2.22282071
2.29151877,2.29207527,2.21998484
2.28914604,2.28987661,2.21713094
2.28675071,2.28765699,2.21425916
2.28433275,2.28541635,2.21136960
2.28189210,2.28315461,2.20846241
2.27942873,2.28087172,2.20553771
2.27694262,2.27856762,2.20259566
2.27443374,2.27624227,2.19963640
2.27190208,2.27389562,2.19666007
2.26934763,2.27152763,2.19366684
2.26677039,2.26913826,2.19065687
2.26417037,2.26672749,2.18763032
2.26154758,2.26429530,2.18458735
2.25890205,2.26184166,2.18152814
2.25623380,2.25936656,2.17845288
2.25354286,2.25687000,2.17536173
2.25082929,2.25435197,2.17225490
2.24809313,2.25181248,2.16913255
2.24533445,2.24925154,2.16599490
2.24255331,2.24666915,2.16284213
2.23974978,2.24406535,2.15967445
2.23692395,2.24144016,2.15649207
2.23407590,2.23879360,2.15329518
2.23120574,2.23612573,2.15008399
2.22831356,2.23343658,2.14685873
2.22539949,2.23072621,2.14361962
2.22246364,2.22799466,2.14036686
2.21950614,2.22524201,2.13710068
2.21652712,2.22246832,2.13382131
2.21352673,2.21967367,2.13052898
2.21050512,2.21685814,2.12722392
2.20746245,2.21402181,2.12390635
2.20439889,2.21116478,2.12057652
2.20131460,2.20828714,2.11723466
2.19820978,2.20538901,2.11388100
2.19508459,2.20247048,2.11051580
2.19193925,2.19953170,2.10713930
2.18877396,2.19657276,2.10375173
2.18558892,2.19359381,2.10035335
2.18238435,2.19059498,2.09694440
2.17916047,2.18757642,2.09352512
2.17591751,2.18453826,2.09009578
2.17265572,2.18148067,2.08665661
2.16937533,2.17840381,2.08320788
2.16607659,2.17530784,2.07974983
2.16275976,2.17219293,2.07628271
2.15942509,2.16905926,2.07280678
2.15607287,2.16590702,2.06932230
2.15270335,2.16273640,2.06582951
2.14931683,2.15954758,2.06232867
2.14591357,2.15634077,2.05882003
2.14249389,2.15311618,2.05530385
2.13905806,2.14987402,2.05178039
2.13560639,2.14661450,2.04824989
2.13213918,2.14333785,2.04471260
2.12865674,2.14004429,2.04116879
2.12515940,2.13673407,2.03761871
2.12164745,2.13340740,2.03406259
2.11812123,2.13006455,2.03050070
2.11458107,2.12670575,2.02693329
2.11102728,2.12333126,2.02336060
2.10746021,2.11994133,2.01978289
2.10388019,2.11653622,2.01620039
2.10028756,2.11311621,2.01261335
2.09668267,2.10968155,2.00902202
2.09306585,2.10623253,2.00542664
2.08943745,2.10276942,2.00182745
2.08579783,2.09929250,1.99822469
2.08214734,2.09580206,1.99461860
2.07848632,2.09229838,1.99100941
2.07481515,2.08878177,1.98739736
2.07113416,2.08525250,1.98378268
2.06744372,2.08171089,1.98016561
2.06374419,2.07815724,1.97654636
2.06003594,2.07459184,1.97292516
2.05631931,2.07101501,1.96930225
2.05259467,2.06742705,1.96567784
2.04886238,2.06382828,1.96205215
2.04512281,2.06021901,1.95842540
2.04137632,2.05659955,1.95479780
2.03762326,2.05297023,1.95116958
2.03386400,2.04933137,1.94754093
2.03009890,2.04568328,1.94391207
2.02632832,2.04202629,1.94028320
2.02255262,2.03836072,1.93665453
2.01877215,2.03468689,1.93302626
2.01498727,2.03100514,1.92939858
2.01119834,2.02731579,1.92577169
2.00740570,2.02361916,1.92214578
2.00360972,2.01991559,1.91852105
1.99981074,2.01620540,1.91489767
1.99600911,2.01248892,1.91127585
1.99220517,2.00876647,1.90765575
1.98839926,2.00503839,1.90403756
1.98459174,2.00130500,1.90042145
1.98078293,1.99756663,1.89680760
1.97697318,1.99382361,1.89319618
1.97316280,1.99007625,1.88958736
1.96935215,1.98632488,1.88598130
1.96554153,1.98256984,1.88237817
1.96173128,1.97881142,1.87877812
1.95792172,1.97504997,1.87518132
1.95411316,1.97128579,1.87158792
1.95030591,1.96751921,1.86799806
1.94650029,1.96375053,1.86441191
1.94269661,1.95998008,1.86082960
1.93889516,1.95620815,1.85725128
1.93509625,1.95243507,1.85367709
1.93130017,1.94866113,1.85010717
1.92750721,1.94488665,1.84654164
1.92371766,1.94111191,1.84298066
1.91993180,1.93733723,1.83942434
1.91614992,1.93356289,1.83587281
1.91237228,1.92978918,1.83232619
1.90859916,1.92601641,1.82878461
1.90483083,1.92224484,1.82524819
1.90106755,1.91847478,1.82171704
1.89730957,1.91470649,1.81819128
1.89355715,1.91094025,1.81467101
1.88981054,1.90717634,1.81115635
1.88606998,1.90341502,1.80764740
1.88233572,1.89965656,1.80414427
1.87860798,1.89590123,1.80064705
1.87488701,1.89214927,1.79715584
1.87117302,1.88840095,1.79367074
1.86746624,1.88465651,1.79019184
1.86376689,1.88091620,1.78671924
1.86007518,1.87718026,1.78325301
1.85639132,1.87344893,1.77979325
1.85271551,1.86972245,1.77634004
1.84904795,1.86600103,1.77289346
1.84538883,1.86228492,1.76945359
1.84173835,1.85857432,1.76602051
1.83809669,1.85486946,1.76259428
1.83446403,1.85117055,1.75917498
1.83084055,1.84747780,1.75576268
1.82722642,1.84379140,1.75235745
1.82362180,1.84011156,1.74895935
1.82002686,1.83643848,1.74556845
1.81644176,1.83277234,1.74218480
1.81286664,1.82911334,1.73880846
1.80930166,1.82546164,1.73543950
1.80574696,1.82181744,1.73207795
1.80220268,1.81818089,1.72872388
1.79866896,1.81455218,1.72537734
1.79514592,1.81093146,1.72203837
1.79163369,1.80731890,1.71870702
1.78813240,1.80371464,1.71538333
1.78464216,1.80011885,1.71206735
1.78116309,1.79653166,1.70875911
1.77769529,1.79295322,1.70545866
1.77423887,1.78938366,1.70216603
1.77079393,1.78582313,1.69888125
1.76736056,1.78227175,1.69560436
1.76393887,1.77872964,1.69233539
1.76052892,1.77519692,1.68907436
1.75713082,1.77167372,1.68582131
1.75374464,1.76816015,1.68257626
1.75037046,1.76465631,1.67933923
1.74700834,1.76116230,1.67611025
1.74365837,1.75767824,1.67288934
1.74032059,1.75420421,1.66967651
1.73699507,1.75074031,1.66647179
1.73368188,1.74728664,1.66327518
1.73038105,1.74384326,1.66008671
1.72709265,1.74041027,1.65690639
1.72381671,1.73698774,1.65373422
1.72055329,1.73357575,1.65057022
1.71730241,1.73017437,1.64741439
1.71406412,1.72678366,1.64426675
1.71083844,1.72340369,1.64112729
1.70762541,1.72003452,1.63799603
1.70442505,1.71667621,1.63487296
1.70123739,1.71332880,1.63175809
1.69806243,1.70999236,1.62865141
1.69490021,1.70666692,1.62555293
1.69175072,1.70335253,1.62246264
1.68861399,1.70004923,1.61938054
1.68549002,1.69675706,1.61630662
1.68237880,1.69347606,1.61324088
1.67928035,1.69020625,1.61018331
1.67619467,1.68694767,1.60713391
1.67312174,1.68370034,1.60409265
1.67006156,1.68046429,1.60105954
1.66701412,1.67723953,1.59803456
1.66397941,1.67402609,1.59501770
1.66095742,1.67082397,1.59200894
1.65794812,1.66763320,1.58900827
1.65495150,1.66445379,1.58601567
1.65196754,1.66128574,1.58303113
1.64899620,1.65812906,1.58005463
1.64603748,1.65498375,1.57708615
1.64309133,1.65184981,1.57412567
1.64015773,1.64872725,1.57117317
1.63723664,1.64561606,1.56822863
1.63432803,1.64251624,1.56529202
1.63143187,1.63942778,1.56236334
1.62854810,1.63635067,1.55944254
1.62567671,1.63328490,1.55652961
1.62281763,1.63023046,1.55362452
1.61997084,1.62718734,1.55072725
1.61713627,1.62415551,1.54783777
1.61431390,1.62113497,1.54495604
1.61150365,1.61812569,1.54208206
1.60870550,1.61512765,1.53921578
1.60591938,1.61214082,1.53635717
1.60314525,1.60916520,1.53350622
1.60038304,1.60620074,1.53066288
1.59763270,1.60324743,1.52782712
1.59489418,1.60030524,1.52499892
1.59216741,1.59737413,1.52217825
1.58945234,1.59445407,1.51936506
1.58674891,1.59154504,1.51655933
1.58405705,1.58864700,1.51376102
1.58137671,1.58575992,1.51097011
1.57870781,1.58288376,1.50818655
1.57605030,1.58001849,1.50541031
1.57340411,1.57716407,1.50264136
1.57076917,1.57432045,1.49987967
1.56814541,1.57148761,1.49712518
1.56553277,1.56866550,1.49437788
1.56293117,1.56585407,1.49163772
1.56034056,1.56305330,1.48890467
1.55776085,1.56026313,1.48617868
1.55519199,1.55748353,1.48345973
1.55263388,1.55471444,1.48074777
1.55008648,1.55195583,1.47804278
1.54754969,1.54920764,1.47534470
1.54502346,1.54646984,1.47265350
1.54250770,1.54374238,1.46996915
1.54000234,1.54102520,1.46729160
1.53750731,1.53831826,1.46462082
1.53502254,1.53562151,1.46195676
1.53254794,1.53293491,1.45929940
1.53008345,1.53025840,1.45664868
1.52762899,1.52759194,1.45400458
1.52518449,1.52493547,1.45136705
1.52274986,1.52228895,1.44873605
1.52032503,1.51965231,1.44611155
1.51790994,1.51702552,1.44349350
1.51550449,1.51440852,1.44088186
1.51310862,1.51180126,1.43827660
1.51072225,1.50920368,1.43567768
1.50834530,1.50661573,1.43308506
1.50597769,1.50403737,1.43049869
1.50361936,1.50146853,1.42791855
1.50127023,1.49890917,1.42534458
1.49893021,1.49635923,1.42277676
1.49659924,1.49381866,1.42021503
1.49427723,1.49128741,1.41765937
1.49196412,1.48876541,1.41510974
1.48965982,1.48625262,1.41256609
1.48736427,1.48374898,1.41002839
1.48507738,1.48125445,1.40749660
1.48279909,1.47876895,1.40497068
1.48052931,1.47629245,1.40245059
1.47826798,1.47382488,1.39993630
1.47601501,1.47136620,1.39742776
1.47377035,1.46891635,1.39492495
1.47153390,1.46647526,1.39242781
1.46930560,1.46404290,1.38993632
1.46708538,1.46161920,1.38745044
1.46487317,1.45920412,1.38497012
1.46266889,1.45679759,1.38249535
1.46047247,1.45439956,1.38002607
1.45828383,1.45200999,1.37756225
1.45610292,1.44962880,1.37510385
1.45392965,1.44725596,1.37265085
1.45176397,1.44489141,1.37020320
1.44960579,1.44253509,1.36776087
1.44745505,1.44018695,1.36532383
1.44531168,1.43784693,1.36289203
1.44317561,1.43551499,1.36046546
1.44104678,1.43319107,1.35804406
1.43892511,1.43087512,1.35562781
1.43681054,1.42856708,1.35321667
1.43470301,1.42626690,1.35081062
1.43260245,1.42397453,1.34840961
1.43050878,1.42168992,1.34601362
1.42842196,1.41941301,1.34362261
1.42634191,1.41714376,1.34123655
1.42426857,1.41488210,1.33885541
1.42220187,1.41262799,1.33647916
1.42014176,1.41038138,1.33410777
1.41808817,1.40814222,1.33174121
1.41604104,1.40591044,1.32937944
1.41400030,1.40368602,1.32702243
1.41196591,1.40146888,1.32467016
1.40993779,1.39925899,1.32232260
1.40791589,1.39705629,1.31997972
1.40590015,1.39486073,1.31764148
1.40389050,1.39267227,1.31530787
1.40188690,1.39049084,1.31297885
1.39988929,1.38831641,1.31065439
1.39789760,1.38614892,1.30833448
1.39591179,1.38398833,1.30601907
1.39393179,1.38183459,1.30370815
1.39195756,1.37968764,1.30140168
1.38998903,1.37754744,1.29909965
1.38802615,1.37541395,1.29680202
1.38606888,1.37328711,1.29450878
1.38411715,1.37116687,1.29221989
1.38217091,1.36905320,1.28993533
1.38023012,1.36694604,1.28765508
1.37829472,1.36484534,1.28537912
1.37636466,1.36275107,1.28310741
1.37443989,1.36066316,1.28083995
1.37252036,1.35858159,1.27857669
1.37060603,1.35650629,1.27631763
1.36869684,1.35443724,1.27406274
1.36679275,1.35237437,1.27181200
1.36489370,1.35031765,1.26956538
1.36299966,1.34826703,1.26732287
1.36111057,1.34622247,1.26508444
1.35922640,1.34418393,1.26285008
1.35734709,1.34215135,1.26061976
1.35547260,1.34012470,1.25839347
1.35360288,1.33810393,1.25617119
1.35173791,1.33608900,1.25395289
1.34987762,1.33407987,1.25173856
1.34802198,1.33207649,1.24952817
1.34617095,1.33007882,1.24732172
1.34432448,1.32808683,1.24511919
1.34248253,1.32610046,1.24292055
1.34064507,1.32411968,1.24072579
1.33881206,1.32214445,1.23853489
1.33698345,1.32017472,1.23634784
1.33515920,1.31821046,1.23416462
1.33333929,1.31625162,1.23198522
1.33152366,1.31429817,1.22980961
1.32971229,1.31235006,1.22763779
1.32790513,1.31040726,1.22546974
1.32610215,1.30846972,1.22330544
1.32430332,1.30653741,1.22114488
1.32250860,1.30461028,1.21898805
1.32071795,1.30268831,1.21683494
1.31893133,1.30077145,1.21468552
1.31714873,1.29885966,1.21253979
1.31537010,1.29695291,1.21039773
1.31359540,1.29505115,1.20825934
1.31182462,1.29315436,1.20612459
1.31005771,1.29126249,1.20399348
1.30829464,1.28937552,1.20186600
1.30653538,1.28749339,1.19974213
1.30477991,1.28561608,1.19762186
1.30302818,1.28374355,1.19550519
1.30128018,1.28187576,1.19339210
1.29953587,1.28001269,1.19128258
1.29779522,1.27815428,1.18917662
1.29605821,1.27630052,1.18707422
1.29432480,1.27445137,1.18497535
1.29259497,1.27260678,1.18288002
1.29086870,1.27076673,1.18078822
1.28914595,1.26893119,1.17869992
1.28742669,1.26710012,1.17661514
1.28571091,1.26527348,1.17453385
1.28399857,1.26345125,1.17245606
1.28228966,1.26163340,1.17038174
1.28058414,1.25981988,1.16831090
1.27888199,1.25801067,1.16624353
1.27718319,1.25620573,1.16417962
1.27548771,1.25440504,1.16211916
1.27379554,1.25260857,1.16006214
1.27210664,1.25081627,1.15800857
1.27042099,1.24902813,1.15595843
1.26873858,1.24724411,1.15391172
1.26705938,1.24546418,1.15186842
1.26538336,1.24368831,1.14982855
1.26371052,1.24191648,1.14779208
1.26204081,1.24014864,1.14575902
1.26037424,1.23838478,1.14372935
1.25871077,1.23662487,1.14170308
1.25705038,1.23486887,1.13968020
1.25539306,1.23311675,1.13766071
1.25373879,1.23136850,1.13564459
1.25208755,1.22962408,1.13363185
1.25043931,1.22788346,1.13162248
1.24879407,1.22614662,1.12961648
1.24715179,1.22441353,1.12761384
1.24551247,1.22268416,1.12561456
1.24387609,1.22095849,1.12361864
1.24224263,1.21923648,1.12162607
1.24061207,1.21751813,1.11963685
1.23898440,1.21580339,1.11765098
1.23735960,1.21409224,1.11566845
1.23573765,1.21238466,1.11368926
1.23411855,1.21068063,1.11171341
1.23250226,1.20898011,1.10974089
1.23088879,1.20728309,1.10777171
1.22927810,1.20558953,1.10580586
1.22767020,1.20389943,1.10384334
1.22606506,1.20221274,1.10188414
1.22446266,1.20052945,1.09992827
1.22286301,1.19884954,1.09797572
1.22126608,1.19717299,1.09602649
1.21967185,1.19549976,1.09408058
1.21808033,1.19382984,1.09213799
1.21649148,1.19216320,1.09019871
1.21490531,1.19049983,1.08826275
1.21332179,1.18883970,1.08633010
1.21174092,1.18718279,1.08440077
1.21016268,1.18552909,1.08247474
1.20858707,1.18387856,1.08055203
1.20701406,1.18223119,1.07863263
1.20544365,1.18058695,1.07671653
1.20387584,1.17894584,1.07480375
1.20231059,1.17730782,1.07289427
1.20074792,1.17567289,1.07098809
1.19918780,1.17404101,1.06908523
1.19763023,1.17241217,1.06718567
1.19607519,1.17078635,1.06528941
1.19452268,1.16916354,1.06339646
1.19297268,1.16754371,1.06150682
1.19142519,1.16592685,1.05962048
1.18988020,1.16431293,1.05773744
1.18833769,1.16270195,1.05585771
1.18679767,1.16109388,1.05398128
1.18526011,1.15948871,1.05210816
1.18372502,1.15788642,1.05023834
1.18219238,1.15628699,1.04837183
1.18066218,1.15469040,1.04650862
1.17913442,1.15309665,1.04464872
1.17760909,1.15150572,1.04279212
1.17608619,1.14991758,1.04093882
1.17456569,1.14833223,1.03908884
1.17304760,1.14674964,1.03724216
1.17153191,1.14516981,1.03539878
1.17001862,1.14359272,1.03355872
1.16850771,1.14201835,1.03172196
1.16699917,1.14044670,1.02988850
1.16549301,1.13887774,1.02805836
1.16398921,1.13731146,1.02623153
1.16248777,1.13574785,1.02440800
1.16098869,1.13418690,1.02258779
1.15949195,1.13262859,1.02077088
1.15799755,1.13107291,1.01895729
1.15650548,1.12951985,1.01714700
1.15501575,1.12796940,1.01534003
1.15352833,1.12642153,1.01353637
1.15204324,1.12487625,1.01173603
1.15056045,1.12333354,1.00993899
1.14907998,1.12179339,1.00814528
1.14760180,1.12025578,1.00635487
1.14612593,1.11872070,1.00456778
1.14465234,1.11718815,1.00278401
1.14318104,1.11565812,1.00100356
1.14171203,1.11413059,0.99922642
1.14024529,1.11260555,0.99745260
1.13878083,1.11108299,0.99568210
1.13731864,1.10956291,0.99391491
1.13585871,1.10804529,0.99215105
1.13440105,1.10653013,0.99039050
1.13294564,1.10501740,0.98863328
1.13149248,1.10350712,0.98687937
1.13004158,1.10199926,0.98512879
1.12859292,1.10049382,0.98338153
1.12714650,1.09899079,0.98163759
1.12570232,1.09749016,0.97989697
1.12426037,1.09599193,0.97815968
1.12282066,1.09449607,0.97642570
1.12138318,1.09300260,0.97469505
1.11994792,1.09151150,0.97296773
1.11851488,1.09002276,0.97124373
1.11708407,1.08853637,0.96952305
1.11565546,1.08705233,0.96780570
1.11422908,1.08557063,0.96609167
1.11280490,1.08409127,0.96438097
1.11138293,1.08261424,0.96267359
1.10996316,1.08113952,0.96096954
1.10854560,1.07966712,0.95926881
1.10713024,1.07819703,0.95757140
1.10571707,1.07672925,0.95587732
1.10430610,1.07526376,0.95418657
1.10289732,1.07380056,0.95249914
1.10149073,1.07233964,0.95081503
1.10008633,1.07088101,0.94913425
1.09868412,1.06942465,0.94745680
1.09728408,1.06797057,0.94578266
1.09588623,1.06651874,0.94411185
1.09449056,1.06506918,0.94244437
1.09309707,1.06362188,0.94078020
1.09170575,1.06217682,0.93911936
1.09031661,1.06073401,0.93746184
1.08892964,1.05929344,0.93580765
1.08754483,1.05785511,0.93415677
1.08616220,1.05641902,0.93250921
1.08478173,1.05498515,0.93086498
1.08340343,1.05355351,0.92922406
1.08202729,1.05212409,0.92758646
1.08065331,1.05069689,0.92595217
1.07928150,1.04927191,0.92432121
1.07791184,1.04784914,0.92269356
1.07654434,1.04642857,0.92106922
1.07517899,1.04501021,0.91944820
1.07381580,1.04359405,0.91783049
1.07245476,1.04218009,0.91621609
1.07109587,1.04076832,0.91460500
1.06973914,1.03935874,0.91299722
1.06838455,1.03795136,0.91139275
1.06703211,1.03654616,0.90979159
1.06568182,1.03514315,0.90819373
1.06433367,1.03374231,0.90659917
1.06298766,1.03234366,0.90500792
1.06164380,1.03094718,0.90341997
1.06030208,1.02955287,0.90183532
1.05896250,1.02816074,0.90025396
1.05762506,1.02677078,0.89867590
1.05628976,1.02538298,0.89710114
1.05495660,1.02399735,0.89552967
1.05362557,1.02261388,0.89396149
1.05229667,1.02123257,0.89239659
1.05096991,1.01985343,0.89083499
1.04964529,1.01847643,0.88927667
1.04832279,1.01710160,0.88772163
1.04700243,1.01572891,0.88616988
1.04568420,1.01435838,0.88462140
1.04436809,1.01299000,0.88307620
1.04305411,1.01162376,0.88153428
1.04174226,1.01025967,0.87999562
1.04043254,1.00889773,0.87846024
1.03912494,1.00753793,0.87692813
1.03781946,1.00618027,0.87539927
1.03651611,1.00482474,0.87387369
1.03521488,1.00347136,0.87235136
1.03391576,1.00212012,0.87083229
1.03261877,1.00077101,0.86931647
1.03132390,0.99942403,0.86780391
1.03003115,0.99807919,0.86629460
1.02874051,0.99673648,0.86478853
1.02745199,0.99539590,0.86328570
1.02616558,0.99405744,0.86178612
1.02488129,0.99272112,0.86028978
1.02359911,0.99138692,0.85879667
1.02231904,0.99005484,0.85730679
1.02104108,0.98872489,0.85582014
1.01976523,0.98739706,0.85433672
1.01849149,0.98607135,0.85285652
1.01721986,0.98474776,0.85137953
1.01595033,0.98342629,0.84990577
1.01468291,0.98210694,0.84843522
1.01341760,0.98078970,0.84696787
1.01215438,0.97947458,0.84550374
1.01089327,0.97816157,0.84404280
1.00963426,0.97685067,0.84258506
1.00837735,0.97554188,0.84113052
1.00712254,0.97423520,0.83967917
1.00586982,0.97293064,0.83823101
1.00461920,0.97162817,0.83678604
1.00337068,0.97032782,0.83534424
1.00212425,0.96902957,0.83390562
1.00087991,0.96773342,0.83247018
0.99963766,0.96643938,0.83103790
0.99839750,0.96514744,0.82960879
0.99715944,0.96385760,0.82818284
0.99592345,0.96256985,0.82676005
0.99468955,0.96128421,0.82534041
0.99345774,0.96000065,0.82392392
0.99222801,0.95871920,0.82251057
0.99100036,0.95743984,0.82110037
0.98977479,0.95616257,0.81969330
0.98855130,0.95488739,0.81828937
0.98732989,0.95361430,0.81688856
0.98611055,0.95234330,0.81549088
0.98489328,0.95107439,0.81409632
0.98367809,0.94980756,0.81270487
0.98246497,0.94854282,0.81131653
0.98125392,0.94728016,0.80993130
0.98004493,0.94601958,0.80854918
0.97883801,0.94476108,0.80717014
0.97763315,0.94350465,0.80579421
0.97643036,0.94225031,0.80442136
0.97522962,0.94099804,0.80305159
0.97403095,0.93974785,0.80168490
0.97283433,0.93849973,0.80032129
0.97163976,0.93725367,0.79896075
0.97044725,0.93600969,0.79760327
0.96925679,0.93476778,0.79624885
0.96806838,0.93352793,0.79489748
0.96688201,0.93229015,0.79354917
0.96569769,0.93105443,0.79220390
0.96451542,0.92982077,0.79086167
0.96333518,0.92858917,0.78952248
0.96215698,0.92735963,0.78818632
0.96098082,0.92613215,0.78685318
0.95980670,0.92490672,0.78552307
0.95863460,0.92368334,0.78419596
0.95746454,0.92246201,0.78287187
0.95629650,0.92124274,0.78155079
0.95513049,0.92002551,0.78023270
0.95396651,0.91881033,0.77891761
0.95280454,0.91759719,0.77760551
0.95164459,0.91638609,0.77629639
0.95048666,0.91517703,0.77499025
0.94933074,0.91397001,0.77368709
0.94817684,0.91276503,0.77238690
0.94702494,0.91156208,0.77108966
0.94587505,0.91036116,0.76979539
0.94472716,0.90916227,0.76850407
0.94358127,0.90796542,0.76721569
0.94243738,0.90677058,0.76593026
0.94129549,0.90557778,0.76464777
0.94015559,0.90438699,0.76336820
0.93901768,0.90319822,0.76209156
0.93788176,0.90201148,0.76081784
0.93674782,0.90082674,0.75954704
0.93561587,0.89964402,0.75827914
0.93448589,0.89846332,0.75701415
0.93335789,0.89728462,0.75575205
0.93223186,0.89610793,0.75449285
0.93110781,0.89493324,0.75323653
0.92998572,0.89376055,0.75198310
0.92886559,0.89258987,0.75073254
0.92774743,0.89142118,0.74948485
0.92663123,0.89025449,0.74824002
0.92551698,0.88908979,0.74699806
0.92440468,0.88792709,0.74575894
0.92329433,0.88676637,0.74452268
0.92218593,0.88560764,0.74328925
0.92107947,0.88445089,0.74205866
0.91997495,0.88329612,0.74083090
0.91887236,0.88214333,0.73960597
0.91777171,0.88099252,0.73838385
0.91667298,0.87984368,0.73716455
0.91557619,0.87869681,0.73594805
0.91448131,0.87755191,0.73473435
0.91338836,0.87640898,0.73352345
0.91229732,0.87526801,0.73231534
0.91120819,0.87412900,0.73111001
0.91012097,0.87299195,0.72990746
0.90903565,0.87185685,0.72870768
0.90795224,0.87072371,0.72751067
0.90687073,0.86959252,0.72631642
0.90579111,0.86846328,0.72512492
0.90471338,0.86733598,0.72393617
0.90363754,0.86621063,0.72275016
0.90256358,0.86508721,0.72156689
0.90149150,0.86396573,0.72038635
0.90042129,0.86284619,0.71920854
0.89935296,0.86172858,0.71803344
0.89828650,0.86061289,0.71686106
0.89722190,0.85949913,0.71569139
0.89615916,0.85838730,0.71452441
0.89509828,0.85727739,0.71336013
0.89403926,0.85616939,0.71219854
0.89298208,0.85506331,0.71103964
0.89192674,0.85395914,0.70988341
0.89087325,0.85285687,0.70872985
0.88982159,0.85175652,0.70757896
0.88877177,0.85065807,0.70643072
0.88772378,0.84956151,0.70528514
0.88667761,0.84846686,0.70414221
0.88563326,0.84737410,0.70300192
